locusId	sysName	type	scaffoldId	begin	end	strand	original_name	desc	name	Product	ecocyc_id
ECD_02484	ECD_02484	1	CP001509	2601546	2602526	-		23S rRNA pseudouridine(1911,1915,1917) synthase	rluD	23S rRNA pseudouridine<sup>1911/1915/1917</sup> synthase	ECD_RS12950
ECD_02485	ECD_02485	1	CP001509	2602661	2603398	+		BamABCDE complex OM biogenesis lipoprotein	bamD	outer membrane protein assembly factor BamD	ECD_RS12955
ECD_02486	ECD_02486	1	CP001509	2603669	2604010	+		cold shock protein associated with 30S ribosomal subunit	raiA	ribosome-associated inhibitor A	ECD_RS12965
ECD_02487	ECD_02487	1	CP001509	2604114	2604161	+		pheA gene leader peptide			
ECD_02488	ECD_02488	1	CP001509	2604259	2605419	+		chorismate mutase and prephenate dehydratase, P-protein	pheA	fused chorismate mutase/prephenate dehydratase	ECD_RS12970
ECD_02489	ECD_02489	1	CP001509	2605462	2606583	-		fused chorismate mutase T/prephenate dehydrogenase	tyrA	fused chorismate mutase/prephenate dehydrogenase	ECD_RS12975
ECD_02490	ECD_02490	1	CP001509	2606594	2607664	-		3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible	aroF	3-deoxy-7-phosphoheptulonate synthase, Tyr-sensitive	ECD_RS12980
ECD_02491	ECD_02491	1	CP001509	2607874	2608239	+		lipoprotein	yfiL	DUF2799 domain-containing lipoprotein YfiL	ECD_RS12985
ECD_02492	ECD_02492	1	CP001509	2608389	2608907	+		putative periplasmic inhibitor of YfiN activity	yfiR	DUF4154 domain-containing protein YfiR	ECD_RS12990
ECD_02493	ECD_02493	1	CP001509	2608897	2610123	+		putative membrane-anchored diguanylate cyclase	dgcN	diguanylate cyclase DgcN	ECD_RS12995
ECD_02494	ECD_02494	1	CP001509	2610139	2610621	+		OM lipoprotein putative positive effector of YfiN activity	yfiB	lipoprotein YfiB	ECD_RS13000
ECD_02495	ECD_02495	1	CP001509	2610697	2611044	-		50S ribosomal subunit protein L19	RS13005	50S ribosomal protein L19	ECD_RS13005
ECD_02496	ECD_02496	1	CP001509	2611086	2611853	-		tRNA m(1)G37 methyltransferase, SAM-dependent	trmD	tRNA m<sup>1</sup>G37 methyltransferase	ECD_RS13010
ECD_02497	ECD_02497	1	CP001509	2611884	2612432	-		ribosome maturation factor	rimM	ribosome maturation factor RimM	ECD_RS13015
ECD_02498	ECD_02498	1	CP001509	2612451	2612699	-		30S ribosomal subunit protein S16	RS13020	30S ribosomal protein S16	ECD_RS13020
ECD_02499	ECD_02499	1	CP001509	2612836	2614197	-		Signal Recognition Particle (SRP) component with 4.5S RNA (ffs)	ffh	signal recognition particle protein component	ECD_RS13025
ECD_02500	ECD_02500	1	CP001509	2614289	2615155	+		cytochrome c assembly protein family inner membrane protein	ypjD	cytochrome <i>c</i> assembly family protein	ECD_RS13030
ECD_02501	ECD_02501	1	CP001509	2615266	2616462	+		UPF0053 family inner membrane protein	yfjD	UPF0053 family inner membrane protein YfjD	ECD_RS13035
ECD_02502	ECD_02502	1	CP001509	2616517	2617110	-		heat shock protein	grpE	nucleotide exchange factor GrpE	ECD_RS13040
ECD_02503	ECD_02503	1	CP001509	2617233	2618111	+		NAD kinase	nadK	NAD kinase	ECD_RS13050
ECD_02504	ECD_02504	1	CP001509	2618197	2619858	+		recombination and repair protein	recN	DNA repair protein RecN	ECD_RS13055
ECD_02505	ECD_02505	1	CP001509	2620007	2620348	+		lipoprotein component of BamABCDE OM biogenesis complex			
ECD_02506	ECD_02506	1	CP001509	2620410	2620700	-		UPF0125 family protein	yfjF	putative component of the Rsx system	ECD_RS13065
ECD_02507	ECD_02507	1	CP001509	2620690	2621166	-		toxic UPF0083 family protein inhibitor of 70S ribosome formation	ratA	ribosome association toxin RatA	ECD_RS13070
ECD_02508	ECD_02508	1	CP001509	2621298	2621780	+		tmRNA-binding trans-translation protein	smpB	SsrA-binding protein	ECD_RS13075
ECD_02509	ECD_02509	1	CP001509	2622524	2623753	+		Fels-2 prophage protein	intA	CP4-57 prophage; integrase IntA	ECD_RS13080
ECD_02510	ECD_02510	1	CP001509	2624036	2625592	+		Recombinase	RS13085	recombinase family protein	ECD_RS13085
ECD_02511	ECD_02511	1	CP001509	2625582	2626478	+		ParB family protein	RS13090	nuclease	ECD_RS13090
ECD_02512	ECD_02512	1	CP001509	2626475	2627371	+		hypothetical protein	RS13095	chromosome partitioning protein ParB	ECD_RS13095
ECD_02513	ECD_02513	1	CP001509	2627770	2628045	+		IS1 protein InsA			
ECD_02514	ECD_02514	1	CP001509	2627964	2628467	+		IS1 protein InsB	RS13100	IS1 family transposase	ECD_RS13100
ECD_02515	ECD_02515	1	CP001509	2628773	2629750	+		carbon starvation protein	glaH	glutarate dioxygenase GlaH	ECD_RS13105
ECD_02516	ECD_02516	1	CP001509	2629769	2631037	+		L-2-hydroxyglutarate oxidase	lhgD	L-2-hydroxyglutarate dehydrogenase	ECD_RS13110
ECD_02517	ECD_02517	1	CP001509	2631060	2632508	+		succinate-semialdehyde dehydrogenase I, NADP-dependent	gabD	succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>) GabD	ECD_RS13115
ECD_02518	ECD_02518	1	CP001509	2632522	2633802	+		4-aminobutyrate aminotransferase, PLP-dependent	gabT	4-aminobutyrate aminotransferase GabT	ECD_RS13120
ECD_02519	ECD_02519	1	CP001509	2634113	2635513	+		gamma-aminobutyrate transporter	gabP	4-aminobutanoate:H<sup>+</sup> symporter	ECD_RS13125
ECD_02520	ECD_02520	1	CP001509	2635534	2636196	+		transcriptional repressor of csiD	glaR	DNA-binding transcriptional repressor GlaR	ECD_RS13130
ECD_02521	ECD_02521	1	CP001509	2636197	2636646	-		uncharacterized protein	kbp	K<sup>+</sup> binding protein	ECD_RS13135
ECD_02522	ECD_02522	1	CP001509	2636730	2636888	-		cyaR sRNA-regulated protein	yqaE	Pmp3 family protein YqaE	ECD_RS13140
ECD_02523	ECD_02523	1	CP001509	2637071	2637370	+		tributyltin-inducible repressor of ygaVP	ygaV	putative DNA-binding transcriptional regulator YgaV	ECD_RS13145
ECD_02524	ECD_02524	1	CP001509	2637380	2637904	+		DUF2892 family inner membrane rhodanese	ygaP	thiosulfate sulfurtransferase YgaP	ECD_RS13150
ECD_02525	ECD_02525	1	CP001509	2637951	2638355	-		DNA binding protein, nucleoid-associated	stpA	DNA-binding transcriptional repressor StpA with RNA chaperone activity	ECD_RS13155
ECD_02526	ECD_02526	1	CP001509	2639023	2639472	+		alanine exporter, alanine-inducible, stress-responsive	alaE	L-alanine exporter	ECD_RS13160
ECD_02527	ECD_02527	1	CP001509	2639509	2639853	-		uncharacterized protein	ygaC	DUF2002 domain-containing protein YgaC	ECD_RS13165
ECD_02528	ECD_02528	1	CP001509	2640005	2640334	+		putative membrane-anchored DUF883 family ribosome-binding protein	ygaM	tail-anchored inner membrane protein YgaM	ECD_RS13170
ECD_02529	ECD_02529	1	CP001509	2640582	2640827	+		hydrogen donor for NrdEF electron transport system; glutaredoxin-like protein	nrdH	glutaredoxin-like protein NrdH	ECD_RS13175
ECD_02530	ECD_02530	1	CP001509	2640824	2641234	+		NrdEF cluster assembly flavodoxin	nrdI	dimanganese-tyrosyl radical cofactor maintenance flavodoxin NrdI	ECD_RS13180
ECD_02531	ECD_02531	1	CP001509	2641207	2643351	+		ribonucleoside-diphosphate reductase 2, alpha subunit	nrdE	ribonucleoside-diphosphate reductase 2 subunit &alpha;	ECD_RS13185
ECD_02532	ECD_02532	1	CP001509	2643361	2644320	+		ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein	nrdF	ribonucleoside-diphosphate reductase 2 subunit &beta;	ECD_RS13190
ECD_02533	ECD_02533	1	CP001509	2644674	2645876	+		glycine betaine/proline ABC transporter periplasmic binding protein	proV	glycine betaine ABC transporter ATP binding subunit ProV	ECD_RS13195
ECD_02534	ECD_02534	1	CP001509	2645869	2646933	+		glycine betaine/proline ABC transporter permease	proW	glycine betaine ABC transporter membrane subunit ProW	ECD_RS13200
ECD_02535	ECD_02535	1	CP001509	2646991	2647983	+		glycine betaine/proline ABC transporter periplasmic binding protein; cold shock protein	proX	glycine betaine ABC transporter periplasmic binding protein ProX	ECD_RS13205
ECD_02536	ECD_02536	1	CP001509	2648275	2649459	+		putative transporter	RS13210	MFS transporter	ECD_RS13210
ECD_02537	ECD_02537	1	CP001509	2649583	2650320	+		putative L-valine exporter, norvaline resistance protein	ygaZ	L-valine exporter, YgaZ component	ECD_RS13215
ECD_02538	ECD_02538	1	CP001509	2650310	2650645	+		putative L-valine exporter, norvaline resistance protein	ygaH	L-valine exporter, YgaH component	ECD_RS13220
ECD_02539	ECD_02539	1	CP001509	2650736	2651266	+		transcriptional repressor of microcin B17 synthesis and multidrug efflux	mprA	DNA-binding transcriptional regulator MprA	ECD_RS13225
ECD_02540	ECD_02540	1	CP001509	2651393	2652565	+		multidrug efflux system	emrA	multidrug efflux pump membrane fusion protein EmrA	ECD_RS13230
ECD_02541	ECD_02541	1	CP001509	2652582	2654120	+		multidrug efflux system protein	emrB	multidrug efflux pump membrane subunit EmrB	ECD_RS13235
ECD_02542	ECD_02542	1	CP001509	2654184	2654699	-		S-ribosylhomocysteine lyase	luxS	<i>S</i>-ribosylhomocysteine lyase	ECD_RS13240
ECD_02543	ECD_02543	1	CP001509	2654849	2656405	-		glutamate-cysteine ligase	gshA	glutamate&mdash;cysteine ligase	ECD_RS13245
ECD_02544	ECD_02544	1	CP001509	2656478	2656906	-		COG1238 family inner membrane protein	yqaA	DedA family protein YqaA	ECD_RS13250
ECD_02545	ECD_02545	1	CP001509	2656903	2657469	-		fructose-1-P and 6-phosphogluconate phosphatase	yqaB	fructose-1-phosphate phosphatase YqaB	ECD_RS13255
ECD_t00046	ECD_t00046	5	CP001509	2657750	2657826	-		tRNA-Arg	RS13265	tRNA-Arg	ECD_RS13265
ECD_t00047	ECD_t00047	5	CP001509	2658025	2658101	-		tRNA-Arg	RS13270	tRNA-Arg	ECD_RS13270
ECD_t00048	ECD_t00048	5	CP001509	2658164	2658240	-		tRNA-Arg	RS13275	tRNA-Arg	ECD_RS13275
ECD_t00049	ECD_t00049	5	CP001509	2658439	2658515	-		tRNA-Arg	RS13280	tRNA-Arg	ECD_RS13280
ECD_t00050	ECD_t00050	5	CP001509	2658519	2658611	-		tRNA-Ser	RS13285	tRNA-Ser	ECD_RS13285
ECD_02546	ECD_02546	1	CP001509	2658927	2659112	-		pleiotropic regulatory protein for carbon source metabolism	RS13290	carbon storage regulator	ECD_RS13290
ECD_02547	ECD_02547	1	CP001509	2659347	2661977	-		alanyl-tRNA synthetase	alaS	alanine&mdash;tRNA ligase/DNA-binding transcriptional repressor	ECD_RS13295
ECD_02548	ECD_02548	1	CP001509	2662105	2662605	-		regulatory protein for RecA	recX	RecA inhibitor RecX	ECD_RS13305
ECD_02549	ECD_02549	1	CP001509	2662674	2663735	-		DNA recombination and repair protein; ssDNA-dependent ATPase; synaptase; ssDNA and dsDNA binding protein; ATP-dependent homologous DNA strand exchanger; recombinase A; LexA autocleavage cofactor	recA	DNA recombination/repair protein RecA	ECD_RS13310
ECD_02550	ECD_02550	1	CP001509	2663815	2664312	-		nicotinamide-nucleotide amidohydrolase; NMN amidohydrolase	pncC	NMN aminohydrolase	ECD_RS13315
ECD_02551	ECD_02551	1	CP001509	2664457	2665542	-		membrane-bound lytic murein transglycosylase B	mltB	membrane-bound lytic murein transglycosylase B	ECD_RS13320
ECD_02552	ECD_02552	1	CP001509	2665798	2666361	+		glucitol/sorbitol-specific enzyme IIC component of PTS	srlA	sorbitol-specific PTS enzyme IIC<sub>2</sub> component	ECD_RS13325
ECD_02553	ECD_02553	1	CP001509	2666358	2667317	+		glucitol/sorbitol-specific enzyme IIB component of PTS	srlE	sorbitol-specific PTS enzyme IIBC<sub>1</sub> component	ECD_RS13330
ECD_02554	ECD_02554	1	CP001509	2667328	2667699	+		glucitol/sorbitol-specific enzyme IIA component of PTS	srlB	sorbitol-specific PTS enzyme IIA component	ECD_RS13335
ECD_02555	ECD_02555	1	CP001509	2667703	2668482	+		sorbitol-6-phosphate dehydrogenase	srlD	sorbitol-6-phosphate 2-dehydrogenase	ECD_RS13340
ECD_02556	ECD_02556	1	CP001509	2668588	2668947	+		sorbitol-responsive srl operon transcriptional activator	gutM	DNA-binding transcriptional activator GutM	ECD_RS13345
ECD_02557	ECD_02557	1	CP001509	2669014	2669787	+		sorbitol-inducible srl operon transcriptional repressor	srlR	DNA-binding transcriptional repressor SrlR	ECD_RS13350
ECD_02558	ECD_02558	1	CP001509	2669780	2670745	+		D-arabinose 5-phosphate isomerase	gutQ	D-arabinose 5-phosphate isomerase GutQ	ECD_RS13355
ECD_02559	ECD_02559	1	CP001509	2670742	2672256	-		anaerobic nitric oxide reductase DNA-binding transcriptional activator	norR	DNA-binding transcriptional dual regulator NorR	ECD_RS13360
ECD_02560	ECD_02560	1	CP001509	2672443	2673882	+		anaerobic nitric oxide reductase flavorubredoxin	norV	anaerobic nitric oxide reductase flavorubredoxin	ECD_RS13365
ECD_02561	ECD_02561	1	CP001509	2673879	2675012	+		NADH:flavorubredoxin oxidoreductase	norW	NADH:flavorubredoxin reductase	ECD_RS13370
ECD_02562	ECD_02562	1	CP001509	2675140	2677392	-		carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein	hypF	carbamoyl--[HypE] ligase	ECD_RS13375
ECD_02563	ECD_02563	1	CP001509	2677545	2678072	-		formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	hydN	putative electron transport protein HydN	ECD_RS13380
ECD_02564	ECD_02564	1	CP001509	2678221	2679234	-		asc operon transcriptional repressor; prpBC operon repressor	ascG	DNA-binding transcriptional repressor AscG	ECD_RS13385
ECD_02565	ECD_02565	1	CP001509	2679491	2680948	+		cellobiose/arbutin/salicin-specific PTS enzymes, IIB and IC components	ascF	&beta;-glucoside specific PTS enzyme IIBC component	ECD_RS13390
ECD_02566	ECD_02566	1	CP001509	2680957	2682381	+		cryptic 6-phospho-beta-glucosidase	ascB	6-phospho-&beta;-glucosidase AscB	ECD_RS13395
ECD_02567	ECD_02567	1	CP001509	2682540	2683010	-		protease involved in processing C-terminal end of HycE	hycI	hydrogenase 3 maturation protease	ECD_RS13400
ECD_02568	ECD_02568	1	CP001509	2683003	2683413	-		hydrogenase 3 maturation protein	hycH	formate hydrogenlyase assembly protein	ECD_RS13405
ECD_02569	ECD_02569	1	CP001509	2683410	2684177	-		hydrogenase 3 and formate hydrogenase complex, HycG subunit	hycG	hydrogenase 3 iron-sulfur protein HycG	ECD_RS13410
ECD_02570	ECD_02570	1	CP001509	2684177	2684719	-		formate hydrogenlyase complex iron-sulfur protein	hycF	hydrogenase 3 iron-sulfur protein HycF	ECD_RS13415
ECD_02571	ECD_02571	1	CP001509	2684729	2686438	-		hydrogenase 3, large subunit	hycE	hydrogenase 3 large subunit	ECD_RS13420
ECD_02572	ECD_02572	1	CP001509	2686456	2687379	-		hydrogenase 3, membrane subunit	hycD	hydrogenase 3 membrane subunit HycD	ECD_RS13425
ECD_02573	ECD_02573	1	CP001509	2687382	2689208	-		hydrogenase 3, membrane subunit	hycC	hydrogenase 3 membrane subunit HycC	ECD_RS13430
ECD_02574	ECD_02574	1	CP001509	2689205	2689816	-		hydrogenase 3, Fe-S subunit	hycB	hydrogenase 3 iron-sulfur protein HycB	ECD_RS13435
ECD_02575	ECD_02575	1	CP001509	2689941	2690402	-		regulator of the transcriptional regulator FhlA	hycA	regulator of the transcriptional regulator FhlA	ECD_RS13445
ECD_02576	ECD_02576	1	CP001509	2690614	2690964	+		protein involved in nickel insertion into hydrogenases 3	hypA	hydrogenase 3 nickel incorporation protein HypA	ECD_RS13450
ECD_02577	ECD_02577	1	CP001509	2690968	2691840	+		GTP hydrolase	hypB	hydrogenase isoenzymes nickel incorporation protein HypB	ECD_RS13455
ECD_02578	ECD_02578	1	CP001509	2691831	2692103	+		hydrogenase maturation protein	hypC	hydrogenase maturation factor HypC	ECD_RS13460
ECD_02579	ECD_02579	1	CP001509	2692103	2693224	+		hydrogenase maturation protein	hypD	Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD	ECD_RS13465
ECD_02580	ECD_02580	1	CP001509	2693221	2694231	+		carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein	hypE	carbamoyl dehydratase HypE	ECD_RS13470
ECD_02581	ECD_02581	1	CP001509	2694305	2696383	+		formate hydrogenlyase transcriptional activator	fhlA	DNA-binding transcriptional activator FhlA	ECD_RS13475
ECD_02582	ECD_02582	1	CP001509	2696420	2696773	-		uncharacterized protein	ygbA	protein YgbA	ECD_RS13480
ECD_02583	ECD_02583	1	CP001509	2697060	2699621	+		methyl-directed mismatch repair protein	mutS	DNA mismatch repair protein MutS	ECD_RS13485
ECD_02584	ECD_02584	1	CP001509	2699727	2700383	+		serine/threonine-specific protein phosphatase 2	pphB	phosphoprotein phosphatase 2	ECD_RS13490
ECD_02585	ECD_02585	1	CP001509	2700434	2701201	-		DeoR family putative transcriptional regulator	ygbI	DNA-binding transcriptional repressor YgbI	ECD_RS13495
ECD_02586	ECD_02586	1	CP001509	2701397	2702305	+		putative dehydrogenase	ygbJ	putative L-threonate dehydrogenase	ECD_RS13500
ECD_02587	ECD_02587	1	CP001509	2702302	2703564	+		FliA-regulated DUF1537 family protein	ygbK	putative 3-oxo-tetronate kinase YgbK	ECD_RS13505
ECD_02588	ECD_02588	1	CP001509	2703561	2704199	+		putative class II aldolase	ygbL	putative 3-oxo-tetronate 4-phosphate decarboxylase YgbL	ECD_RS13510
ECD_02589	ECD_02589	1	CP001509	2704204	2704980	+		putative hydroxypyruvate isomerase	ygbM	putative 2-oxo-tetronate isomerase YgbM	ECD_RS13515
ECD_02590	ECD_02590	1	CP001509	2705069	2706433	+		putative transporter	RS13520	permease	ECD_RS13520
ECD_02591	ECD_02591	1	CP001509	2706527	2707519	-		RNA polymerase, sigma S (sigma 38) factor	rpoS	RNA polymerase sigma factor RpoS	ECD_RS13525
ECD_02592	ECD_02592	1	CP001509	2707582	2708721	-		activator of AmiC murein hydrolase activity, lipoprotein	nlpD	murein hydrolase activator NlpD	ECD_RS13530
ECD_02593	ECD_02593	1	CP001509	2708861	2709487	-		L-isoaspartate protein carboxylmethyltransferase type II	pcm	protein-L-isoaspartate <i>O</i>-methyltransferase	ECD_RS13535
ECD_02594	ECD_02594	1	CP001509	2709481	2710242	-		broad specificity 5'(3')-nucleotidase and polyphosphatase	umpG	broad specificity 5'(3')-nucleotidase and polyphosphatase	ECD_RS13540
ECD_02595	ECD_02595	1	CP001509	2710223	2711272	-		tRNA(Glu) pseudouridine(13) synthase	truD	tRNA pseudouridine<sup>13</sup> synthase	ECD_RS13545
ECD_02596	ECD_02596	1	CP001509	2711269	2711748	-		2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF	2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ECD_RS13550
ECD_02597	ECD_02597	1	CP001509	2711748	2712458	-		4-diphosphocytidyl-2C-methyl-D-erythritol synthase	ispD	2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase	ECD_RS13555
ECD_02598	ECD_02598	1	CP001509	2712477	2712788	-		cell division protein	ftsB	cell division protein FtsB	ECD_RS13560
ECD_02599	ECD_02599	1	CP001509	2712982	2713305	-		DUF3561 family inner membrane protein	ygbE	DUF3561 domain-containing inner membrane protein YgbE	ECD_RS13565
ECD_02600	ECD_02600	1	CP001509	2713355	2713960	-		adenosine 5'-phosphosulfate kinase	cysC	adenylyl-sulfate kinase	ECD_RS13570
ECD_02601	ECD_02601	1	CP001509	2713960	2715387	-		sulfate adenylyltransferase, subunit 1	cysN	sulfate adenylyltransferase subunit 1	ECD_RS13575
ECD_02602	ECD_02602	1	CP001509	2715389	2716297	-		sulfate adenylyltransferase, subunit 2	cysD	sulfate adenylyltransferase subunit 2	ECD_RS13580
ECD_02603	ECD_02603	1	CP001509	2716549	2717586	+		aminopeptidase in alkaline phosphatase isozyme conversion	iap	alkaline phosphatase isozyme conversion protein	ECD_RS13585
ECD_02604	ECD_02604	1	CP001509	2718018	2719130	+		putative transposase insL for insertion sequence IS186	RS13590	IS4 family transposase	ECD_RS13590
ECD_02607	ECD_02607	1	CP001509	2719740	2720474	-		phosphoadenosine phosphosulfate reductase; PAPS reductase, thioredoxin dependent	cysH	phosphoadenosine phosphosulfate reductase	ECD_RS13600
ECD_02608	ECD_02608	1	CP001509	2720548	2722260	-		sulfite reductase, beta subunit, NAD(P)-binding, heme-binding	cysI	sulfite reductase, hemoprotein subunit	ECD_RS13605
ECD_02609	ECD_02609	1	CP001509	2722260	2724059	-		sulfite reductase, alpha subunit, flavoprotein	cysJ	sulfite reductase, flavoprotein subunit	ECD_RS13610
ECD_02610	ECD_02610	1	CP001509	2724375	2724740	+		6-pyruvoyl tetrahydrobiopterin synthase (PTPS)	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	ECD_RS13615
ECD_02611	ECD_02611	1	CP001509	2724818	2726089	+		putative oxidoreductase	ygcN	putative oxidoreductase with FAD/NAD(P)-binding domain	ECD_RS13620
ECD_02612	ECD_02612	1	CP001509	2726080	2726340	+		putative 4Fe-4S cluster-containing protein	ygcO	putative 4Fe-4S cluster-containing protein	ECD_RS13625
ECD_02613	ECD_02613	1	CP001509	2726357	2726932	+		putative antiterminator regulatory protein	ygcP	putative anti-terminator regulatory protein	ECD_RS13630
ECD_02614	ECD_02614	1	CP001509	2727080	2727940	-		putative flavoprotein	ygcQ	putative flavoprotein	ECD_RS13635
ECD_02615	ECD_02615	1	CP001509	2727937	2728716	-		putative flavoprotein	ygcR	putative flavoprotein	ECD_RS13640
ECD_02616	ECD_02616	1	CP001509	2728694	2730031	-		putative MFS sugar transporter; membrane protein	RS13645	MFS transporter	ECD_RS13645
ECD_02617	ECD_02617	1	CP001509	2730125	2731579	-		putative FAD-linked oxidoreductase	RS13650	FAD-linked oxidoreductase	ECD_RS13650
ECD_02618	ECD_02618	1	CP001509	2731649	2732434	-		putative SDR family oxidoreductase	RS13655	oxidoreductase	ECD_RS13655
ECD_02619	ECD_02619	1	CP001509	2732753	2734030	+		putative MFS transporter, inner membrane protein	RS13660	MFS transporter	ECD_RS13660
ECD_02620	ECD_02620	1	CP001509	2734057	2735535	+		putative kinase	ygcE	putative sugar kinase YgcE	ECD_RS13665
ECD_02621	ECD_02621	1	CP001509	2736170	2737018	+		hypothetical protein			
ECD_02622	ECD_02622	1	CP001509	2737336	2738007	-		7-carboxy-7-deazaguanine synthase; queosine biosynthesis	queE	putative 7-carboxy-7-deazaguanine synthase QueE	ECD_RS13670
ECD_04351	ECD_04351	1	CP001509	2738146	2738286	+		membrane stress resistance protein			
ECD_02623	ECD_02623	1	CP001509	2738300	2739172	+		TPM domain protein, putative phosphatase	ygcG	TPM domain-containing protein YgcG	ECD_RS13680
ECD_02624	ECD_02624	1	CP001509	2739232	2740530	-		enolase	eno	enolase	ECD_RS13685
ECD_02625	ECD_02625	1	CP001509	2740618	2742255	-		CTP synthetase	pyrG	CTP synthetase	ECD_RS13690
ECD_02626	ECD_02626	1	CP001509	2742483	2743274	-		nucleoside triphosphate pyrophosphohydrolase	mazG	nucleoside triphosphate pyrophosphohydrolase	ECD_RS13695
ECD_02627	ECD_02627	1	CP001509	2743345	2743680	-		mRNA interferase toxin, antitoxin is MazE	mazF	endoribonuclease toxin MazF	ECD_RS13700
ECD_02628	ECD_02628	1	CP001509	2743680	2743928	-		antitoxin of the ChpA-ChpR toxin-antitoxin system	mazE	antitoxin of the MazF-MazE toxin-antitoxin system MazE	ECD_RS13705
ECD_02629	ECD_02629	1	CP001509	2744006	2746240	-		(p)ppGpp synthetase I/GTP pyrophosphokinase	relA	GDP/GTP pyrophosphokinase	ECD_RS13710
ECD_02630	ECD_02630	1	CP001509	2746288	2747589	-		23S rRNA m(5)U1939 methyltransferase, SAM-dependent	rlmD	23S rRNA m<sup>5</sup>U1939 methyltransferase	ECD_RS13715
ECD_02631	ECD_02631	1	CP001509	2747646	2750402	+		hybrid sensory histidine kinase, in two-component regulatory system with UvrY	barA	sensor histidine kinase BarA	ECD_RS13720
ECD_02632	ECD_02632	1	CP001509	2750635	2751975	-		D-glucarate dehydratase 1	gudD	<i>D</i>-glucarate dehydratase	ECD_RS13725
ECD_02633	ECD_02633	1	CP001509	2751996	2753336	-		glucarate dehydratase-related protein, substrate unknown	gudX	glucarate dehydratase-related protein	ECD_RS13730
ECD_02634	ECD_02634	1	CP001509	2753338	2754690	-		putative D-glucarate transporter	gudP	galactarate/D-glucarate transporter GudP	ECD_RS13735
ECD_02635	ECD_02635	1	CP001509	2755125	2755574	-		short-chain flavodoxin, FMN-binding	yqcA	putative flavodoxin YqcA	ECD_RS13740
ECD_02636	ECD_02636	1	CP001509	2755592	2756374	-		tRNA(Ile1,Asp) pseudouridine(65) synthase	truC	tRNA pseudouridine<sup>65</sup> synthase	ECD_RS13745
ECD_02637	ECD_02637	1	CP001509	2756374	2756703	-		DUF446 family protein	yqcC	DUF446 domain-containing protein YqcC	ECD_RS13750
ECD_02638	ECD_02638	1	CP001509	2757325	2757870	-		SecY-interacting protein	syd	SecY-interacting protein	ECD_RS13760
ECD_02639	ECD_02639	1	CP001509	2757938	2758786	+		7-cyano-7-deazaguanine reductase (NADPH-dependent)	queF	7-cyano-7-deazaguanine reductase	ECD_RS13765
ECD_02640	ECD_02640	1	CP001509	2758898	2760262	+		UPF0717 family protein	ppnN	nucleotide 5'-monophosphate nucleosidase	ECD_RS13770
ECD_02641	ECD_02641	1	CP001509	2760819	2762108	+		putative serine transporter	sdaC	L-serine:H+ symporter	ECD_RS13775
ECD_02642	ECD_02642	1	CP001509	2762166	2763533	+		L-serine dehydratase 2	sdaB	L-serine deaminase II	ECD_RS13780
ECD_02643	ECD_02643	1	CP001509	2763555	2764400	+		Ssb-binding protein, misidentified as ExoIX	ygdG	flap endonuclease	ECD_RS13785
ECD_02644	ECD_02644	1	CP001509	2764455	2765606	-		L-1,2-propanediol oxidoreductase	fucO	L-1,2-propanediol oxidoreductase	ECD_RS13790
ECD_02646	ECD_02646	1	CP001509	2765863	2766366	-		IS1 protein InsB	RS13800	IS1 family transposase	ECD_RS13800
ECD_02647	ECD_02647	1	CP001509	2766285	2766560	-		IS1 protein InsA			
ECD_02648	ECD_02648	1	CP001509	2767188	2768132	-		L-fuculose phosphate aldolase	RS13810	transcriptional regulator	ECD_RS13810
ECD_02649	ECD_02649	1	CP001509	2768251	2769879	-		L-ribulokinase AraB-like protein	RS13815	sugar kinase	ECD_RS13815
ECD_02650	ECD_02650	1	CP001509	2769884	2770957	-		D-ribose-binding periplasmic protein	RS13820	LacI family transcriptional regulator	ECD_RS13820
ECD_02651	ECD_02651	1	CP001509	2770908	2771891	-		Ribose transport system permease protein rbsC	RS13825	ABC transporter permease	ECD_RS13825
ECD_02652	ECD_02652	1	CP001509	2771895	2773394	-		hypothetical protein	RS13830	sugar ABC transporter ATP-binding protein	ECD_RS13830
ECD_02653	ECD_02653	1	CP001509	2773864	2775639	+		L-fucose isomerase	fucI	L-fucose isomerase	ECD_RS13835
ECD_02654	ECD_02654	1	CP001509	2775748	2777166	+		L-fuculokinase	fucK	L-fuculokinase	ECD_RS13840
ECD_02655	ECD_02655	1	CP001509	2777168	2777590	+		L-fucose mutarotase	fucU	L-fucose mutarotase	ECD_RS13845
ECD_02656	ECD_02656	1	CP001509	2777648	2778379	+		l-fucose operon activator	fucR	DNA-binding transcriptional activator FucR	ECD_RS13850
